Epoch,Train Loss,Valid Loss,Train Accuracy,Valid Accuracy
1,2.3884424285719508,2.6681552953387966,0.1973392461197339,0.15422885572139303
2,2.107672987914667,2.388710649452399,0.22671840354767184,0.21890547263681592
3,1.9313248953639537,2.568078553498681,0.27660753880266076,0.05472636815920398
4,1.7605792096343114,2.02703316413348,0.31319290465631927,0.13432835820895522
5,1.6539447939316607,3.863820683303757,0.3375831485587583,0.23383084577114427
6,1.5428899523952848,1.3687230419756762,0.38636363636363635,0.35323383084577115
7,1.4269916530194673,1.4298624304396597,0.41019955654101997,0.3781094527363184
8,1.3882878011716178,1.2995880320297546,0.4356984478935698,0.417910447761194
9,1.2606680200263825,1.3391822250328254,0.43957871396895787,0.43781094527363185
10,1.3128950011703762,1.347960409240343,0.4401330376940133,0.373134328358209
11,1.1597047323926855,2.013404202105394,0.49611973392461195,0.263681592039801
12,1.1515001805288565,1.1967767227941484,0.5044345898004434,0.417910447761194
13,1.147614795987199,1.2959048309136385,0.508869179600887,0.4527363184079602
14,1.084510885691167,1.4488358776367718,0.5066518847006651,0.35323383084577115
15,1.027852710229066,1.0019394399514838,0.5426829268292683,0.5771144278606966
16,0.9737158730923469,1.0340044765330072,0.5720620842572062,0.4925373134328358
17,0.9687968992076798,1.4436723480177163,0.5515521064301552,0.4626865671641791
18,0.9482375452100834,6.3434779893106485,0.5487804878048781,0.23383084577114427
19,0.9129659138339058,0.9982490717475094,0.5864745011086474,0.472636815920398
20,0.8571918368868183,1.2462634613264854,0.5892461197339246,0.46766169154228854
21,0.8343038605877142,1.4770670856409405,0.6042128603104213,0.4577114427860697
22,0.7202897671849658,0.9770728414924583,0.6424611973392461,0.5174129353233831
23,0.6855702542941481,1.3867024088380349,0.647450110864745,0.472636815920398
24,0.6660090761544171,0.8943992307530114,0.6668514412416852,0.6766169154228856
25,0.6592808480801974,1.4996281642818925,0.6757206208425721,0.4975124378109453
26,0.5856678892926472,1.3256634289945537,0.6967849223946785,0.48258706467661694
27,0.5408681393859127,1.0344510232631248,0.708980044345898,0.681592039800995
28,0.5291624512614274,0.7439094586158866,0.733370288248337,0.6865671641791045
29,0.5053820869082094,1.0098148062454528,0.7583148558758315,0.47761194029850745
30,0.6288388083356448,1.3893050649272862,0.7073170731707317,0.43283582089552236
31,0.5284962617108668,1.2723860610183793,0.7339246119733924,0.6766169154228856
32,0.5069470055351765,1.1790388540842047,0.7599778270509978,0.6318407960199005
33,0.4620061680641513,0.8062653363640628,0.7610864745011087,0.6218905472636815
34,0.4188479475858735,1.280689294065409,0.7965631929046563,0.472636815920398
35,0.31227859418566634,0.5113408221534236,0.8220620842572062,0.7611940298507462
36,0.25316356026676967,0.4712633231089483,0.8647450110864745,0.7860696517412935
37,0.22584783370108932,0.4892875546246619,0.8680709534368071,0.8009950248756219
38,0.21004726214049396,0.5119505591356932,0.8763858093126385,0.7960199004975125
39,0.20962491241632702,0.503466205217352,0.8941241685144125,0.8059701492537313
40,0.19852427923494326,0.5007914917089453,0.8913525498891353,0.8208955223880597
41,0.1891655228090392,0.49786208043644087,0.9024390243902439,0.7661691542288557
42,0.18899210563916588,0.46372956170964597,0.8980044345898004,0.8059701492537313
43,0.17428432632972818,0.5254555506196188,0.9129711751662971,0.8208955223880597
44,0.16457148823069362,0.5080349750779755,0.9113082039911308,0.8109452736318408
45,0.16936057416139844,0.5147473976683261,0.9113082039911308,0.8258706467661692
46,0.16001172571911781,0.5133271694776431,0.9157427937915743,0.8308457711442786
47,0.15123474815996682,0.48832555686063434,0.9196230598669624,0.8208955223880597
48,0.131942611988923,0.5633447526106193,0.9307095343680709,0.8308457711442786
49,0.12472353356904836,0.5439611738594017,0.9351441241685144,0.8308457711442786
50,0.1261377990113658,0.5543159454023067,0.9257206208425721,0.7910447761194029
51,0.1248811065754182,0.5297707777414749,0.9429046563192904,0.8308457711442786
52,0.14576671198175645,0.5709572679071284,0.926829268292683,0.8208955223880597
53,0.12972073210713075,0.5505804329072658,0.9301552106430155,0.8308457711442786
54,0.12342452209963238,0.5217269503358585,0.9412416851441242,0.8258706467661692
55,0.11575598991630875,0.5276415020375702,0.9429046563192904,0.835820895522388
56,0.12642583845724287,0.5771828528067365,0.9351441241685144,0.8208955223880597
57,0.12216052716957228,0.5336872474174594,0.9334811529933481,0.8258706467661692
58,0.11947165705478377,0.49890668667964083,0.9390243902439024,0.8159203980099502
59,0.11927792806583075,0.5118190051607825,0.9362527716186253,0.8308457711442786
60,0.12022553671754385,0.524254949531745,0.9373614190687362,0.8109452736318408
61,0.11584148458525241,0.5522662312237184,0.9423503325942351,0.8308457711442786
62,0.11596548871164047,0.5196719633702614,0.9379157427937915,0.8308457711442786
63,0.1232078223759742,0.5260157258949469,0.9429046563192904,0.8308457711442786
64,0.12507699109498255,0.5183388768736996,0.9390243902439024,0.8258706467661692
